modelo,tipoVectorizacion,ngram_range,parametros,normalizacionTexto,metodoBalanceo,reporte,accuracy,f1_macro,precision_macro,recall_macro,f1_weighted,cv_score,cv_media,cv_desviacion,cv_accuracy,cv_precision,cv_recall
svc,frecuencia,"(2, 2)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.4411764705882353, 'recall': 0.075, 'f1-score': 0.1282051282051282, 'support': 200.0}, 'No': {'precision': 0.7222222222222222, 'recall': 0.962, 'f1-score': 0.8250428816466552, 'support': 500.0}, 'accuracy': 0.7085714285714285, 'macro avg': {'precision': 0.5816993464052287, 'recall': 0.5185, 'f1-score': 0.4766240049258917, 'support': 700.0}, 'weighted avg': {'precision': 0.641923436041083, 'recall': 0.7085714285714285, 'f1-score': 0.6259463806633617, 'support': 700.0}}",0.7085714285714285,0.4766240049258917,0.5816993464052287,0.5185,0.6259463806633617,[0.48633961 0.47092454 0.51443082 0.4748621  0.48841818],0.4869950493233989,0.015235788796233489,0.7233333333333334,0.671545637070387,0.52931154322194
random_forest,binaria,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.6470588235294118, 'recall': 0.055, 'f1-score': 0.10138248847926268, 'support': 200.0}, 'No': {'precision': 0.7232796486090776, 'recall': 0.988, 'f1-score': 0.8351648351648352, 'support': 500.0}, 'accuracy': 0.7214285714285714, 'macro avg': {'precision': 0.6851692360692447, 'recall': 0.5215, 'f1-score': 0.46827366182204894, 'support': 700.0}, 'weighted avg': {'precision': 0.7015022700148873, 'recall': 0.7214285714285714, 'f1-score': 0.6255127361118145, 'support': 700.0}}",0.7214285714285714,0.46827366182204894,0.6851692360692447,0.5215,0.6255127361118145,[0.47339155 0.44179131 0.44179131 0.43516592 0.41747573],0.4419231663485756,0.018075573709977796,0.7204761904761905,0.6877100965474957,0.5111806722689075
random_forest,frecuencia,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.55, 'recall': 0.055, 'f1-score': 0.1, 'support': 200.0}, 'No': {'precision': 0.7220588235294118, 'recall': 0.982, 'f1-score': 0.8322033898305085, 'support': 500.0}, 'accuracy': 0.7171428571428572, 'macro avg': {'precision': 0.6360294117647058, 'recall': 0.5185, 'f1-score': 0.4661016949152542, 'support': 700.0}, 'weighted avg': {'precision': 0.6728991596638655, 'recall': 0.7171428571428572, 'f1-score': 0.623002421307506, 'support': 700.0}}",0.7171428571428572,0.4661016949152542,0.6360294117647058,0.5185,0.623002421307506,[0.45732239 0.43422074 0.43233015 0.42638889 0.43516592],0.43708561869830154,0.010568389746200358,0.719047619047619,0.7808357636303433,0.508687675070028
svc,tfidf,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.6666666666666666, 'recall': 0.03, 'f1-score': 0.05741626794258373, 'support': 200.0}, 'No': {'precision': 0.7192474674384949, 'recall': 0.994, 'f1-score': 0.834592779177162, 'support': 500.0}, 'accuracy': 0.7185714285714285, 'macro avg': {'precision': 0.6929570670525808, 'recall': 0.512, 'f1-score': 0.44600452355987286, 'support': 700.0}, 'weighted avg': {'precision': 0.7042243815036868, 'recall': 0.7185714285714285, 'f1-score': 0.6125423473958539, 'support': 700.0}}",0.7185714285714285,0.44600452355987286,0.6929570670525808,0.512,0.6125423473958539,[0.43422074 0.42551064 0.45125248 0.42638889 0.43516592],0.4345077333973227,0.00924949086573288,0.72,0.8593320430982156,0.5083543417366947
logistic_regression,tfidf,"(3, 3)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.625, 'recall': 0.025, 'f1-score': 0.04807692307692308, 'support': 200.0}, 'No': {'precision': 0.7182080924855492, 'recall': 0.994, 'f1-score': 0.8338926174496645, 'support': 500.0}, 'accuracy': 0.7171428571428572, 'macro avg': {'precision': 0.6716040462427746, 'recall': 0.5095, 'f1-score': 0.4409847702632938, 'support': 700.0}, 'weighted avg': {'precision': 0.6915772089182494, 'recall': 0.7171428571428572, 'f1-score': 0.6093738476288812, 'support': 700.0}}",0.7171428571428572,0.4409847702632938,0.6716040462427746,0.5095,0.6093738476288812,[0.41666667 0.41666667 0.41666667 0.41747573 0.41747573],0.41699029126213594,0.00039635756355713023,0.7152380952380952,0.3576190476190476,0.5
svc,frecuencia,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.5, 'recall': 0.015, 'f1-score': 0.02912621359223301, 'support': 200.0}, 'No': {'precision': 0.7161383285302594, 'recall': 0.994, 'f1-score': 0.8324958123953099, 'support': 500.0}, 'accuracy': 0.7142857142857143, 'macro avg': {'precision': 0.6080691642651297, 'recall': 0.5045, 'f1-score': 0.43081101299377145, 'support': 700.0}, 'weighted avg': {'precision': 0.6543845203787567, 'recall': 0.7142857142857143, 'f1-score': 0.6029616413087165, 'support': 700.0}}",0.7142857142857143,0.43081101299377145,0.6080691642651297,0.5045,0.6029616413087165,[0.42551064 0.41666667 0.43422074 0.41666667 0.44381022],0.42737498634089344,0.010486117118902414,0.7176190476190476,0.6585792512455678,0.5046887824897401
svc,binaria,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.5, 'recall': 0.015, 'f1-score': 0.02912621359223301, 'support': 200.0}, 'No': {'precision': 0.7161383285302594, 'recall': 0.994, 'f1-score': 0.8324958123953099, 'support': 500.0}, 'accuracy': 0.7142857142857143, 'macro avg': {'precision': 0.6080691642651297, 'recall': 0.5045, 'f1-score': 0.43081101299377145, 'support': 700.0}, 'weighted avg': {'precision': 0.6543845203787567, 'recall': 0.7142857142857143, 'f1-score': 0.6029616413087165, 'support': 700.0}}",0.7142857142857143,0.43081101299377145,0.6080691642651297,0.5045,0.6029616413087165,[0.42551064 0.41666667 0.43422074 0.41747573 0.43516592],0.42580793899915614,0.007892072639820665,0.7176190476190476,0.6584741877475202,0.5041806722689076
logistic_regression,frecuencia,"(3, 3)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.5, 'recall': 0.01, 'f1-score': 0.0196078431372549, 'support': 200.0}, 'No': {'precision': 0.7155172413793104, 'recall': 0.996, 'f1-score': 0.8327759197324415, 'support': 500.0}, 'accuracy': 0.7142857142857143, 'macro avg': {'precision': 0.6077586206896552, 'recall': 0.503, 'f1-score': 0.4261918814348482, 'support': 700.0}, 'weighted avg': {'precision': 0.6539408866995073, 'recall': 0.7142857142857143, 'f1-score': 0.6004421835623882, 'support': 700.0}}",0.7142857142857143,0.4261918814348482,0.6077586206896552,0.503,0.6004421835623882,[0.42551064 0.41666667 0.43422074 0.41747573 0.41747573],0.4222699003407495,0.006792486541227818,0.7166666666666667,0.5581312850361965,0.5025000000000001
logistic_regression,binaria,"(3, 3)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.4, 'recall': 0.01, 'f1-score': 0.01951219512195122, 'support': 200.0}, 'No': {'precision': 0.7151079136690648, 'recall': 0.994, 'f1-score': 0.8317991631799163, 'support': 500.0}, 'accuracy': 0.7128571428571429, 'macro avg': {'precision': 0.5575539568345325, 'recall': 0.502, 'f1-score': 0.4256556791509338, 'support': 700.0}, 'weighted avg': {'precision': 0.6250770811921892, 'recall': 0.7128571428571429, 'f1-score': 0.5997171723062119, 'support': 700.0}}",0.7128571428571429,0.4256556791509338,0.5575539568345325,0.502,0.5997171723062119,[0.42551064 0.41666667 0.41666667 0.41747573 0.41747573],0.4187590855394648,0.003395111402486863,0.7157142857142857,0.45778952153653824,0.5008333333333332
gradient_boosting,frecuencia,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.3333333333333333, 'recall': 0.005, 'f1-score': 0.009852216748768473, 'support': 200.0}, 'No': {'precision': 0.7144906743185079, 'recall': 0.996, 'f1-score': 0.8320802005012531, 'support': 500.0}, 'accuracy': 0.7128571428571429, 'macro avg': {'precision': 0.5239120038259206, 'recall': 0.5005, 'f1-score': 0.4209662086250108, 'support': 700.0}, 'weighted avg': {'precision': 0.6055885768941722, 'recall': 0.7128571428571429, 'f1-score': 0.5971579194291147, 'support': 700.0}}",0.7128571428571429,0.4209662086250108,0.5239120038259206,0.5005,0.5971579194291147,[0.43422074 0.42551064 0.43422074 0.43516592 0.41747573],0.42931875380044077,0.006884872142090108,0.7185714285714286,0.7588159512471785,0.5058473389355742
gradient_boosting,binaria,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.3333333333333333, 'recall': 0.005, 'f1-score': 0.009852216748768473, 'support': 200.0}, 'No': {'precision': 0.7144906743185079, 'recall': 0.996, 'f1-score': 0.8320802005012531, 'support': 500.0}, 'accuracy': 0.7128571428571429, 'macro avg': {'precision': 0.5239120038259206, 'recall': 0.5005, 'f1-score': 0.4209662086250108, 'support': 700.0}, 'weighted avg': {'precision': 0.6055885768941722, 'recall': 0.7128571428571429, 'f1-score': 0.5971579194291147, 'support': 700.0}}",0.7128571428571429,0.4209662086250108,0.5239120038259206,0.5005,0.5971579194291147,[0.43422074 0.42551064 0.43422074 0.43516592 0.41747573],0.42931875380044077,0.006884872142090108,0.7185714285714286,0.7588159512471785,0.5058473389355742
gradient_boosting,tfidf,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.3333333333333333, 'recall': 0.005, 'f1-score': 0.009852216748768473, 'support': 200.0}, 'No': {'precision': 0.7144906743185079, 'recall': 0.996, 'f1-score': 0.8320802005012531, 'support': 500.0}, 'accuracy': 0.7128571428571429, 'macro avg': {'precision': 0.5239120038259206, 'recall': 0.5005, 'f1-score': 0.4209662086250108, 'support': 700.0}, 'weighted avg': {'precision': 0.6055885768941722, 'recall': 0.7128571428571429, 'f1-score': 0.5971579194291147, 'support': 700.0}}",0.7128571428571429,0.4209662086250108,0.5239120038259206,0.5005,0.5971579194291147,[0.43422074 0.42551064 0.43422074 0.43516592 0.41747573],0.42931875380044077,0.006884872142090108,0.7185714285714286,0.7588159512471785,0.5058473389355742
naive_bayes,tfidf,"(3, 3)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.296875, 'recall': 0.95, 'f1-score': 0.4523809523809524, 'support': 200.0}, 'No': {'precision': 0.8333333333333334, 'recall': 0.1, 'f1-score': 0.17857142857142858, 'support': 500.0}, 'accuracy': 0.34285714285714286, 'macro avg': {'precision': 0.5651041666666667, 'recall': 0.525, 'f1-score': 0.31547619047619047, 'support': 700.0}, 'weighted avg': {'precision': 0.6800595238095238, 'recall': 0.34285714285714286, 'f1-score': 0.2568027210884354, 'support': 700.0}}",0.34285714285714286,0.31547619047619047,0.5651041666666667,0.525,0.2568027210884354,[0.42551064 0.41666667 0.41666667 0.41747573 0.41747573],0.4187590855394648,0.003395111402486863,0.7157142857142857,0.45778952153653824,0.5008333333333332
naive_bayes,frecuencia,"(3, 3)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.29750778816199375, 'recall': 0.955, 'f1-score': 0.45368171021377673, 'support': 200.0}, 'No': {'precision': 0.8448275862068966, 'recall': 0.098, 'f1-score': 0.17562724014336917, 'support': 500.0}, 'accuracy': 0.34285714285714286, 'macro avg': {'precision': 0.5711676871844451, 'recall': 0.5265, 'f1-score': 0.3146544751785729, 'support': 700.0}, 'weighted avg': {'precision': 0.6884505010512101, 'recall': 0.34285714285714286, 'f1-score': 0.2550713744491999, 'support': 700.0}}",0.34285714285714286,0.3146544751785729,0.5711676871844451,0.5265,0.2550713744491999,[0.44078322 0.43233015 0.46423315 0.43977591 0.46969697],0.4493638786630301,0.014766411545923173,0.7171428571428572,0.6334689868042237,0.5119144355416585
naive_bayes,binaria,"(3, 3)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.29750778816199375, 'recall': 0.955, 'f1-score': 0.45368171021377673, 'support': 200.0}, 'No': {'precision': 0.8448275862068966, 'recall': 0.098, 'f1-score': 0.17562724014336917, 'support': 500.0}, 'accuracy': 0.34285714285714286, 'macro avg': {'precision': 0.5711676871844451, 'recall': 0.5265, 'f1-score': 0.3146544751785729, 'support': 700.0}, 'weighted avg': {'precision': 0.6884505010512101, 'recall': 0.34285714285714286, 'f1-score': 0.2550713744491999, 'support': 700.0}}",0.34285714285714286,0.3146544751785729,0.5711676871844451,0.5265,0.2550713744491999,[0.44078322 0.43233015 0.46423315 0.43977591 0.46969697],0.4493638786630301,0.014766411545923173,0.7171428571428572,0.6334689868042237,0.5119144355416585
random_forest,frecuencia,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.29056047197640117, 'recall': 0.985, 'f1-score': 0.44874715261959, 'support': 200.0}, 'No': {'precision': 0.8636363636363636, 'recall': 0.038, 'f1-score': 0.07279693486590039, 'support': 500.0}, 'accuracy': 0.30857142857142855, 'macro avg': {'precision': 0.5770984178063824, 'recall': 0.5115, 'f1-score': 0.2607720437427452, 'support': 700.0}, 'weighted avg': {'precision': 0.69990039459066, 'recall': 0.30857142857142855, 'f1-score': 0.18021128279552598, 'support': 700.0}}",0.30857142857142855,0.2607720437427452,0.5770984178063824,0.5115,0.18021128279552598,[0.25905269 0.43422074 0.43422074 0.25200129 0.23463697],0.32282648639564054,0.09129956832979194,0.4671428571428571,0.6665845110751762,0.5066231515862158
random_forest,binaria,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.29013254786450665, 'recall': 0.985, 'f1-score': 0.4482366325369738, 'support': 200.0}, 'No': {'precision': 0.8571428571428571, 'recall': 0.036, 'f1-score': 0.0690978886756238, 'support': 500.0}, 'accuracy': 0.30714285714285716, 'macro avg': {'precision': 0.5736377025036818, 'recall': 0.5105, 'f1-score': 0.2586672606062988, 'support': 700.0}, 'weighted avg': {'precision': 0.695139911634757, 'recall': 0.30714285714285716, 'f1-score': 0.17742324406458096, 'support': 700.0}}",0.30714285714285716,0.2586672606062988,0.5736377025036818,0.5105,0.17742324406458096,[0.2468955  0.43422074 0.41666667 0.25043706 0.23463697],0.3165713878565751,0.0892212555592231,0.4638095238095238,0.5456124146445113,0.502282815451762
random_forest,tfidf,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,"{'Clickbait': {'precision': 0.2897058823529412, 'recall': 0.985, 'f1-score': 0.44772727272727275, 'support': 200.0}, 'No': {'precision': 0.85, 'recall': 0.034, 'f1-score': 0.06538461538461539, 'support': 500.0}, 'accuracy': 0.3057142857142857, 'macro avg': {'precision': 0.5698529411764706, 'recall': 0.5095, 'f1-score': 0.25655594405594406, 'support': 700.0}, 'weighted avg': {'precision': 0.6899159663865546, 'recall': 0.3057142857142857, 'f1-score': 0.17462537462537464, 'support': 700.0}}",0.3057142857142857,0.25655594405594406,0.5698529411764706,0.5095,0.17462537462537464,[0.24487594 0.45018182 0.43422074 0.25043706 0.24333536],0.32461018556789273,0.09617432822223514,0.4666666666666666,0.6469762376130428,0.5072876034134584
